,ID,N
779,2085,2.016041677696597
780,670,2.010257038691853
781,1864,2.0026831908172418
782,2330,0.0
783,2324,0.0
784,2327,0.0
785,2328,0.0
786,2329,0.0
787,1652,0.0
788,2322,0.0
789,1651,0.0
790,2331,0.0
791,1649,0.0
792,1648,0.0
793,2333,0.0
794,1647,0.0
795,2334,0.0
796,2335,0.0
797,1645,0.0
798,2323,0.0
799,1965,0.0
800,1655,0.0
801,1663,0.0
802,2309,0.0
803,1667,0.0
804,2310,0.0
805,1666,0.0
806,2311,0.0
807,1665,0.0
808,1664,0.0
809,2315,0.0
810,1662,0.0
811,2321,0.0
812,1661,0.0
813,1659,0.0
814,1658,0.0
815,2316,0.0
816,2319,0.0
817,1657,0.0
818,2320,0.0
819,1644,0.0
820,1656,0.0
821,1641,0.0
822,2339,0.0
823,2358,0.0
824,1623,0.0
825,1622,0.0
826,2347,0.0
827,2348,0.0
828,2349,0.0
829,2350,0.0
830,2353,0.0
831,2355,0.0
832,1617,0.0
833,2307,0.0
834,2359,0.0
835,2360,0.0
836,1615,0.0
837,1614,0.0
838,2361,0.0
839,2362,0.0
840,2363,0.0
841,1611,0.0
842,1624,0.0
843,2346,0.0
844,2345,0.0
845,1625,0.0
846,2340,0.0
847,1640,0.0
848,1639,0.0
849,2341,0.0
850,1637,0.0
851,1636,0.0
852,1635,0.0
853,1634,0.0
854,1633,0.0
855,1632,0.0
856,1631,0.0
857,2342,0.0
858,1629,0.0
859,2343,0.0
860,1627,0.0
861,2344,0.0
862,1626,0.0
863,2308,0.0
864,2306,0.0
865,1670,0.0
866,1699,0.0
867,1712,0.0
868,1711,0.0
869,2254,0.0
870,2255,0.0
871,1710,0.0
872,1709,0.0
873,1708,0.0
874,2256,0.0
875,1707,0.0
876,2257,0.0
877,2259,0.0
878,2261,0.0
879,2262,0.0
880,1705,0.0
881,2263,0.0
882,2264,0.0
883,2265,0.0
884,1702,0.0
885,2266,0.0
886,1713,0.0
887,1714,0.0
888,2253,0.0
889,1721,0.0
890,2238,0.0
891,1725,0.0
892,2240,0.0
893,1724,0.0
894,2241,0.0
895,1723,0.0
896,1722,0.0
897,2242,0.0
898,1720,0.0
899,2252,0.0
900,1719,0.0
901,2244,0.0
902,2247,0.0
903,2248,0.0
904,2249,0.0
905,1717,0.0
906,2251,0.0
907,1715,0.0
908,2268,0.0
909,2269,0.0
910,1609,0.0
911,2271,0.0
912,1684,0.0
913,1683,0.0
914,2291,0.0
915,2292,0.0
916,1681,0.0
917,2294,0.0
918,2296,0.0
919,2298,0.0
920,1679,0.0
921,2299,0.0
922,2301,0.0
923,1677,0.0
924,1676,0.0
925,1675,0.0
926,1674,0.0
927,2302,0.0
928,1673,0.0
929,2303,0.0
930,2304,0.0
931,2290,0.0
932,2288,0.0
933,1686,0.0
934,1693,0.0
935,1698,0.0
936,2273,0.0
937,2274,0.0
938,2276,0.0
939,1696,0.0
940,2277,0.0
941,1694,0.0
942,2279,0.0
943,1692,0.0
944,2286,0.0
945,1691,0.0
946,1690,0.0
947,2280,0.0
948,1689,0.0
949,2282,0.0
950,2283,0.0
951,1688,0.0
952,2284,0.0
953,1610,0.0
954,1607,0.0
955,2365,0.0
956,2435,0.0
957,1532,0.0
958,2456,0.0
959,1530,0.0
960,2457,0.0
961,1529,0.0
962,1528,0.0
963,1527,0.0
964,1526,0.0
965,1525,0.0
966,1524,0.0
967,1523,0.0
968,2459,0.0
969,2460,0.0
970,1521,0.0
971,2461,0.0
972,1519,0.0
973,1518,0.0
974,2462,0.0
975,2464,0.0
976,2455,0.0
977,2454,0.0
978,1534,0.0
979,2442,0.0
980,1547,0.0
981,1546,0.0
982,2436,0.0
983,1544,0.0
984,2437,0.0
985,2438,0.0
986,1542,0.0
987,2440,0.0
988,1541,0.0
989,2450,0.0
990,1540,0.0
991,2445,0.0
992,2446,0.0
993,2448,0.0
994,1537,0.0
995,1536,0.0
996,1535,0.0
997,2449,0.0
998,1516,0.0
999,2466,0.0
1000,1514,0.0
1001,2492,0.0
1002,2483,0.0
1003,2484,0.0
1004,1498,0.0
1005,2485,0.0
1006,2486,0.0
1007,2489,0.0
1008,2490,0.0
1009,1496,0.0
1010,2493,0.0
1011,2481,0.0
1012,1494,0.0
1013,1493,0.0
1014,2495,0.0
1015,1492,0.0
1016,2497,0.0
1017,1491,0.0
1018,1490,0.0
1019,1489,0.0
1020,2482,0.0
1021,1503,0.0
1022,1513,0.0
1023,2473,0.0
1024,2467,0.0
1025,1512,0.0
1026,2468,0.0
1027,1510,0.0
1028,2469,0.0
1029,2471,0.0
1030,2472,0.0
1031,1509,0.0
1032,1508,0.0
1033,2480,0.0
1034,1507,0.0
1035,1506,0.0
1036,2476,0.0
1037,2477,0.0
1038,1505,0.0
1039,2478,0.0
1040,2479,0.0
1041,1504,0.0
1042,1548,0.0
1043,2434,0.0
1044,2366,0.0
1045,1550,0.0
1046,1593,0.0
1047,2383,0.0
1048,2386,0.0
1049,1590,0.0
1050,1589,0.0
1051,2387,0.0
1052,2390,0.0
1053,1588,0.0
1054,1587,0.0
1055,2391,0.0
1056,2395,0.0
1057,2396,0.0
1058,1585,0.0
1059,2397,0.0
1060,2401,0.0
1061,2402,0.0
1062,2404,0.0
1063,2405,0.0
1064,2406,0.0
1065,1594,0.0
1066,2382,0.0
1067,2381,0.0
1068,2374,0.0
1069,1727,0.0
1070,2367,0.0
1071,2369,0.0
1072,2370,0.0
1073,2371,0.0
1074,1603,0.0
1075,1602,0.0
1076,2372,0.0
1077,2375,0.0
1078,1596,0.0
1079,2376,0.0
1080,2377,0.0
1081,1600,0.0
1082,1599,0.0
1083,2379,0.0
1084,1598,0.0
1085,2380,0.0
1086,1597,0.0
1087,2407,0.0
1088,2408,0.0
1089,2409,0.0
1090,2423,0.0
1091,2416,0.0
1092,2417,0.0
1093,1560,0.0
1094,2419,0.0
1095,2420,0.0
1096,1558,0.0
1097,1557,0.0
1098,2421,0.0
1099,1555,0.0
1100,2414,0.0
1101,2424,0.0
1102,1554,0.0
1103,2425,0.0
1104,2426,0.0
1105,1553,0.0
1106,1552,0.0
1107,2431,0.0
1108,2433,0.0
1109,2415,0.0
1110,1562,0.0
1111,1580,0.0
1112,1572,0.0
1113,1579,0.0
1114,1578,0.0
1115,2410,0.0
1116,1576,0.0
1117,1575,0.0
1118,1574,0.0
1119,1573,0.0
1120,2411,0.0
1121,1571,0.0
1122,1563,0.0
1123,1570,0.0
1124,2412,0.0
1125,1568,0.0
1126,1567,0.0
1127,1566,0.0
1128,1565,0.0
1129,1564,0.0
1130,2413,0.0
1131,2237,0.0
1132,2234,0.0
1133,2236,0.0
1134,2023,0.0
1135,2043,0.0
1136,1885,0.0
1137,1884,0.0
1138,1883,0.0
1139,1882,0.0
1140,2044,0.0
1141,2045,0.0
1142,2046,0.0
1143,1879,0.0
1144,1878,0.0
1145,2047,0.0
1146,2048,0.0
1147,2049,0.0
1148,2051,0.0
1149,2052,0.0
1150,2054,0.0
1151,2056,0.0
1152,2057,0.0
1153,2058,0.0
1154,1886,0.0
1155,1887,0.0
1156,2041,0.0
1157,2030,0.0
1158,2025,0.0
1159,1899,0.0
1160,2026,0.0
1161,2027,0.0
1162,1897,0.0
1163,2029,0.0
1164,1896,0.0
1165,1895,0.0
1166,2032,0.0
1167,2040,0.0
1168,1894,0.0
1169,1893,0.0
1170,2033,0.0
1171,2035,0.0
1172,2036,0.0
1173,2037,0.0
1174,2038,0.0
1175,2039,0.0
1176,2059,0.0
1177,2064,0.0
1178,2066,0.0
1179,2092,0.0
1180,2084,0.0
1181,2086,0.0
1182,2087,0.0
1183,1862,0.0
1184,2089,0.0
1185,2090,0.0
1186,2091,0.0
1187,1860,0.0
1188,1858,0.0
1189,2082,0.0
1190,2095,0.0
1191,1856,0.0
1192,1855,0.0
1193,2096,0.0
1194,1854,0.0
1195,1853,0.0
